bhith,Nv
'na,Sp
laighe,Nv
ann a shin,Rs

gum,Q
bi,V-f
e,Pp
falbh,Nv
às,Sp
a,Dp
chèile,Px
co-dhiubh,Rg

[4],X
shìorraidh,I

[1],X
dè,U
am,Td
fuaim,Nc
a,Q
bha,V-s
siud,Pd
?,F

[2],X
tunnag,Nc

[1],X
cuag,X
cuag,X

[3],X
feadhainn,Nc
dhe,Sp
na,Td
h-,U
horse-boxes,Xfe
mhòr,Aq
tha,V-p
siud,Pd

am,Td
fear,Nc
ùr,Aq

tha,V-p
am,Td
fear,Nc
sin,Dd
ann,Pr
's,Cc

ach,Cc
nuair,Cs
a,Q
bhiodh,V-h
am,Td
fear,Nc
sin,Dd
sìos,Rs
is,Cc
suas,Rs
a,Sp
[Placename],Nt

bhitheadh,V-h
tu,Pp
na b',U
fhearr,Ap
as,Sp
a,Dp
aonais,Nf

nam,Q
faigheadh,V-h
tu,Pp
grant,Xfe
air,Sp
fear,Nc
ùr,Aq
dhiubh,Pr

bhiodh,V-h
tu,Pp
ceart,Rg
cho,Rg
math,Rg
dhe,Pr

[1],X
am,Q
faca,V-s
tu,Pp
an,Td
t-,U
airgead,Nc

a,Q
fhuair,V-s
fear,Nc
an,Td
[Name],Nn
an-dràsta,Rt

tha,V-p
e,Pp
air,Sa
ten,Xfe
thousand,Xfe
eile,Aq
fhaighinn,Nv
air,Sp
an,Dp
son,Nf

[3],X
airson,Nf
am,Td
fast,Xfe
track,Xfe
aig',Pr

[1],X
dè,U
?,F

chan,Wp
ann,Pr
ach,Sp
airson,Nf
agricultural,Xfe
machinery,Xfe
mower,Xfe
's,Cc
smodal,Nc

[3],X
bha,V-s
dùil,Nc
a'm,Pr

nach,Wp
ann,Pr
an siud,Rs

a,Q
bhiodh,V-h
e,Pp

[1],X
ann an,Sp
bha,V-s

cha,Q
chreid,V-f
mi,Pp

nach,Q
eil,V-p
mower,Xfe
air,Sa
ainmeachadh,Nv

nach,Q
thuirt,V-s
M,Y

[3],X
cha,Q
chreid,V-f
mi,Pp

nach,Q
robh,V-s
ann,Pr
ach,Sp
equipment,Xfe

[1],X
equipment,Xfe
's,Wp
dòcha,U
a,Q
bh',V-s
ann,Pr

[3],X
àidh,I
gheibheadh,V-h
e,Pp
twenty-five,Xfe
percent,Xfe
dhen,Sp
fast,Xfe
track,Xfe

[1],X
um,I
hmm,I

[3],X
dè,U
bhiodh,V-h
sin,Pd
?,F

tha,V-p
sin,Pd
smaoineachail,Rg
daor,Ap

[3],X
bhiodh,V-h
e,Pp
mu,Sp
forty-thousand,Xfe

[1],X
bhà,V-s
no,Cc
an,Td
còrr,Nc

[3],X
mas,Cs
e,Pp
a,Dp
ghearradh,Nc
cuide,Sp
ris,Pr

se,Wp

tha,V-p
mi,Pp
smaointinn,Nv

bhiodh,V-h
[Name],Nn
e,Pp
fhèin,Px
a',Sa
faighinn,Nv
an,Td
ceathramh,M
cuid,Nc
dhen,Sp
tractor,Xfe
mhòr,Aq

a,Q
tha,V-p
e,Pp
faighinn,Nv
dha,Pr
fhèin,Px

[1],X
[Name],Nn

[3],X
ò,I
[Name],Nn
chan,Q
fhaca,V-s
thu,Pp
e,Pp
sa,Sp
phàipear,Nc

[1],X
ò,I
chan,Q
fhaca,V-s

[3],X
Hosta,Xfe
Machineries,Xfe

[1],X
bha,V-s
dùil,Nc
a'm,Pr

nach,Q
robh,V-s
iad,Pp
a',Sa
faighinn,Nv
dad,Nc
air,Sp
tractors,Xfe
a-nisd,Rt

[3],X
[?],X

[1],X
feumaidh,V-f

gu,Q
bheil,V-p
iad,Pp
tòiseachadh,Nv
a-rithist,Rt
air,Pr

[3],X
tha,V-p

ach,Cc
chan,Q
eil,V-p
àsan,Pp
ach,Sp
ga,Sap
chuir,Nv
sìos,Rs
mar,Sp
equipment,Xfe

[1],X
tha,V-p
e,Pp
gu,U
math,Rg
mì-fhair,Ap

ma,Cs
gheibh,V-f
aon,M
duine,Nc
eile,Aq
e,Pp
fhios,Nc
a'd,Pr

nach,Q
eil,V-p
e,Pp
open,Xfe
dhan,Sp
a h-uile,Dq
duine,Nc
fhios,Nc
agad,Pr

chan,Q
eil,V-p
a's,Sp
an,Td
tractor,Xfe
tha,V-p
sineach,Pd
ach,Sp
rud,Nc
gun,Sp
rud,Nc

[3],X
dè,U
tha,V-p
thu,Pp
faighinn,Nv
leis,Pr
ach,Sp
an,Td
luaths,Nc
airson,Nf
falbh,Nv
air,Sp
an,Td
rathad,Nc
mhòr,Aq

[1],X
àidh,I
ach,Cc
dè,U
math,Nc

tha,V-p
sin,Pd
airson,Nf
àidh,I

cha,Q
dèanadh,V-h
iad,Pp
treabhadh,Nc
no,Cc
rud,Nc
eile,Aq
an siud,Rs

[3],X
ò,I
tha,V-p
fhios,Nc

gun,Q
dèanadh,V-h

[1],X
ò,I
shìorraidh,I
tha,V-p
na,Td
tyres,Xfe
aige,Pr
cho,Rg
leathann,Ap

[3],X
cha,Q
d'reaghadh,V-h
e,Pp
fodha,Pr
co-dhiubh,Rg

[1],X
Ò,I
uill,I
cha,Q
d'reaghadh,V-h

[3],X
nan,Cs
slaodadh,V-h
e,Pp
fear,Nc
dhe,Sp
na,Td
trailing,Xfe
ploughs,Xfe
mhòr,Aq
a,Q
tha,V-p
siud,Pd
às,Sp
a,Dp
dhèidh,Nf

[1],X
mmhmm,I

[3],X
ach,Cc
's,Wp
dòcha,U
an,Td
idea,Xfe

a,Q
bh',V-s
ann,Pr

gun,Q
obrachadh,V-h
e,Pp
an,Td
trèilear,Nc
ann a sheo,Rs

nam,Q
biodh,V-h
an,Td
lòraidh,Nc
air,Sa
falbh,Nv
fhios,Nc
agad,Pr

[1],X
's,Wp
e,Pp

ach,Cc
dh',U
fheumadh,V-h
tu,Pp
trèilear,Nc
mòr,Aq
uamhasach,Aq
air,Sp
a,Dp
shon,Nf

[3],X
chan,Wp
e,Pp
ach,Sp
an,Td
trèilear,Nc
a,Q
th',V-p
aca,Pr
airson,Nf
an,Td
lòraidh,Nc

[1],X
ò,I
dhèanadh,V-h
e,Pp
sineach,Pd
àidh,I

creidsinn,Nv

gun,Wp
fhearr,Nf
dhuinn,Pr
feuchainn,Nv
suas,Rs

bheil,V-p
thu,Pp
dol,Nv
suas,Rs
[Name],Nn
?,F

[2],X
àidh,I
tha,V-s

[1],X
a',Td
chailleach,Nc
fhàgail,Nv
a-staigh,Rs

[1],X
ciamar,U
a,Q
chaidh,V-s
dhuibh,Pr
an-diugh,Rt
?,F

[2],X
ò,I
cha,Q
robh,V-s
i,Pp
ach,Sp
gu,U
math,Rg
rapach,Ap
gu,U
dearbh,Rg
fhèin,Px
",",F

ò,I
fhuair,V-s
sinn,Pp
rèidh,Rg
air,Sp
deannan,Nc
math,Aq
dhiubh,Pr

ach,Cc
b',Ws
fheudar,U
dhuinn,Pr
am,Dp
fàgail,Nv
bhuainn,Pr
mu dheireadh thall,Rt

och,I
bha,V-s
i,Pp
cho,Rg
garbh,Ap

's,Cc
thàinig,V-s
an,Td
droch,Ar
mheall,Nc
a,Q
bha,V-s
siodach,Pd
oirnn,Pr

rinn,V-s
sinn,Pp
suas,Rg
ar,Dp
n-,U
inntinn,Nc
an uair sin,Rt

gur,Wp
e,Pp

gun,Q
rachadh,V-h
sinn,Pp
gu,Sp
clèibh,Nc

a,Q
bh',V-s
againn,Pr
air,Sp
fasgadh,Nc

ach,Cc
bha,V-s
an,Td
làn,Nc
cho,Rg
ìosal,Ap

cha,Q
d',Q
fhuair,V-s
sinn,Pp
an,Dp
togail,Nv
ann,Pr

's,Cc
dè,U
bha,V-s
a',Sa
dol,Nv
agad,Pr
fhèin,Px
?,F

[1],X
ò,I
bha,V-s
mi,Pp
shuas,Rs
ann am,Sp
[Placename],Nt
aig,Sp
na,Td
bùithtean,Nc

's,Cc
thadhal,V-s
mi,Pp
air,Sp
[Name],Nn

tha,V-p
m',Dp
amhaich,Nc
goirt,Ap

's,Cc
tha,V-p
mi,Pp
a',Sa
call,Nv
mo,Dp
ghuth,Nc
an seothach,Rs

[2],X
ò,I
chan,Wp
e,Pp
droch,Ar
rud,Nc

tha,V-p
sin,Pd
idir,Rg

gheibh,V-f
sinn,Pp
fois,Nc
a-nochd,Rt
co-dhiubh,Rg

[1],X
cha,Q
bhi,V-f
thu,Pp
cho,Rg
bragail,Ap

ma,Cs
dh',U
fheumas,V-f
tu,Pp
a,U
bhith,Nv
a',Sa
dèanamh,Nv
a h-uile,Dq
car,Nc
a-staigh,Rs

ma,Cs
bhios,V-f
mise,Pp
bochd,Ap
ge-tà,Rg

[2],X
ò,I
tha,V-p
mise,Pp
eòlach,Ap
gu,U
leòr,Rg
air,Sp
a',Td
phinidh,Nc
co-dhiubh,Rg

nighidh,V-f
i,Pp
na,Td
h-,U
innealan,Nc

mar,Cs
an,Q
dèan,V-f
e,Pp
an,Td
còrr,Nc
.,F

shin,Pd
agad,Pr
e,Pp

[1],X
an,Q
d',Q
fhuair,V-s
sibh,Pp
sgath,Nc
giomaich,Nc
?,F

[2],X
ach,Cc
dìreach,Rg
fhuair,V-s
sinn,Pp
mu,Sp
dhà,M
dhusan,Nc
's,Cc
a,U
dhà,Pn
mar,Sp
sineach,Pd
dìreach,Rg

ò,I
cha,Q
robh,V-s
guth,Nc
ri,Sa
ràdh,Nv

cha,Q
do,Q
thog,V-s
sinn,Pp
an,Td
t-,U
uamhas,Nc
mar,Sp
sineach,Pd
idir,Rg
tha,V-p
ach,Cc
gu,U
dearbh,Rg
droch,Ar
forecast,Xfe
oirre,Pr

tha,V-p
fear,Nc
dhe,Sp
na,Td
gillean,Nc
ag,Sa
ràdh,Nv

gu,Q
bheil,V-p
fifty-five,Xfe
air,Sp
an,Td
chart,Xfe
airson,Nf
a-màireach,Rt
so,Xfe
gu,U
dearbh,Rg

ma,Cs
mhaireas,V-f
e,Pp

nì,V-f
e,Pp
milleadh,Nc

[1],X
tha,V-p
agam-sa,Pr
ri,Sa
dhol,Nv
a-staigh,Rs
a,Sp
dh',U
obair,Nv
tràth,Rt
a-màireach,Rt

tha,V-p
agam,Pr
ri,Sa
bhith,Nv
a-staigh,Rs
aig,Sp
a,U
naoi,M

[2],X
dè,U
tha,V-p
a',Sa
dol,Nv

nuair,Cs
a,Q
tha,V-p
agaibh,Pr
ri,Sa
dhol,Nv
a-staigh,Rs
tràth,Rt
?,F

[1],X
ò,I
tha,V-p
sinn,Pp
a',Sa
cur,Nv
air,Sp
leth,Nc
files,Xfe
son,Nf
a,U
chuir,Nv
air,Sp
microfiche,Xfe
a',Sa
falbh,Nv
a,Sp
[Placename],Nt
an,Sp
àite,Nc
a,U
bhith,Nv
gan,Sap
cumail,Nv
a's,Sp
na,Td
brainseachan,Nc
a-neist,Rt

[2],X
ò,I
àidh,I
àidh,I
tha,V-p
mi,Pp
a',Sa
tuigsinn,Nv
àidh,I

sin,Pd
agad,Pr
e,Pp

[1],X
tha,V-p
duine,Nc
na,Cc
dithis,Nc
thall,Rs
'sa,Sp
bhunkhouse,Xfe

[2],X
ò,I
a,Q
bheil,V-p

cò,U
?,F

[1],X
an,Td
dà,M
chailleach,Nc

a,Q
bh',V-s
ann,Pr
an-raoir,Rt
tè,Nc
à,Sp
[Placename],Nt
agus,Cc
tè,Nc
à,Sp
[Placename],Nt

agus,Cc
's,Wp
e,Pp
Sasannach,Nc

a,Q
th',V-p
anns,Sp
a',Td
bhoireannach,Nc

a,Q
thàinig,V-s
an-diugh,Rt
cuideachd,Rg

's,Cc
e,Pp
bha,V-s
tuathanas,Nc

i,Pp
fhèin,Px
'se,Wp
caoraich,Nc

a,Q
th',V-p
aice,Pr

bha,V-s
i,Pp
a',Sa
gearrain,Nv
cianail,Rg
air,Sp
na,Td
prìsean,Nc

a,Q
bh',V-s
acasan,Pr
cuideachd,Rg

[2],X
och,I
uill,I
chan,Wp
e,Pp
gearrain,Nc
aon,M
duine,Nc

a,Q
th',V-p
ann,Pr
a,Sp
rèir,Nf
choltais,Nc

feumaidh,V-f

gu,Q
bheil,V-p
e,Pp
air,Sp
feadh,Nf
na,Td
rìoghachda,Nc
droch,Ar
phrìsean,Nc

[1],X
bha,V-s
i,Pp
a',Sa
ràdh,Nv

gun,Q
do,Q
reic,V-s
iad,Pp
seann,Ar
chaoraich,Nc

agus,Cc
gur,Wp
e,Pp
trì,M
notaichean,Nc
an,Td
tè,Nc

a,Q
fhuair,V-s
iad,Pp
orra,Pr

bha,V-s
iad,Pp
dìreach,Rg
taingeil,Ap
faighinn,Nv
clìor,Rg
fhios,Nc
agad,Pr

[2],X
ò,I
uill,I
tha,V-p
gu,U
leòr,Rg
an seothach,Rs

a,Q
gheibh,V-f
iad,Pp
air,Sp
trì,M
notaichean,Nc

ma,Cs
thig,V-f
iad,Pp

ma,Cs
chumas,V-f
gnothaichean,Nc

mar,Cs
a,Q
tha,V-p
iad,Pp

gheibh,V-f
iad,Pp
uileag,Rg
iad,Pp
dìreach,Rg

shean,Pd
agad,Pr
e,Pp
.,F

tha,V-p

chuala,V-s
mi,Pp

am,Td
boireannach,Nc
bha,V-s
mi,Pp
ag,Sa
ràdh,Nv
riut,Pr
an-dè,Rt

a,Q
chunna,V-s
mi,Pp
an,Sp
[Placename],Nt
ann a shiodach,Rs

bha,V-s
i,Pp
'sa,Sp
bhunkhouse,Xfe
againn,Pr

thall,Rs
ann a shiodach,Rs
chunnaic,V-s
mi,Pp
i,Pp

tha,V-p
an,Td
càr,Nc
aice,Pr
an,Sp
[Placename],Nt
fhathast,Rt

tha,V-p
e,Pp
a',Sa
cur,Nv
uallach,Nc
orm,Pr

cà,U
deach,V-s
i,Pp

[1],X
[?],X

[2],X
uill,I
dh',U
aithnich,V-s
mi,Pp
i,Pp

chan,Q
eil,V-p
an,Td
t-,U
ainm,Nc
aice,Pr
agam,Pr
idir,Rg

ach,Cc
bha,V-s
[Name],Nn
[Name],Nn
ag,Sa
ràdh,Nv

gun,Q
do,Q
dh',U
fhalbh,V-s
i,Pp
le,Sp
canoe,Xfe
feasgar,Rt
an-dè,Rt

agus,Cc
chan,Q
eil,V-p
sinn,Pp
cinnteach,Ap

cò,U
an,Td
taobh,Nc

a,Q
chaidh,V-s
i,Pp

bha,V-s
sinne,Pp
a',Sa
cur,Nv
chlèibh,Nc
far,Sp
an,Td
eathair,Nc

[1],X
's,Cc
an,Q
robh,V-s
i,Pp
a',Sa
fuireach,Nv
anns,Sp
a',Td
bhunkhouse,Xfe
uaireigin,Rt
?,F

[2],X
bha,V-s

's,Cc
bha,V-s
i,Pp
ag,Sa
ràdh,Nv

gun,Q
robh,V-s
i,Pp
a',Sa
tilleadh,Nv
airson,Nf
dhà,M
na,Cc
trì,M
oidhcheannan,Nc
còmhla,Rg
rinn,Pr
a-rithist,Rt
dà,M
oidhche,Nc
co-dhiubh,Rg

ach,Cc
's,Wp
ann,Pr

a,Q
bha,V-s
sinn,Pp
a-mach,Rs

[1],X
an,Wp
e,Pp
sin,Pd
an,Td
seann,Ar
bhoireannach,Nc
leis,Sp
am,Td
falt,Nc
gheal,Aq

[2],X
's,Wp
e,Pp

[1],X
's,Cc
bha,V-s
iad,Pp
a',Sa
campachadh,Nv
shìos,Rs
air,Sp
cùl,Nc
an,Td
taighe,Nc

nuair,Cs
a,Q
bha,V-s
iad,Pp
an seothach,Rs

[2],X
tha,V-p
dìreach,Rg

tha,V-p
sin,Pd
ceart,Ap

[2],X
bha,V-s
iad,Pp
ag,Sa
ràdh,Nv

gun,Q
tigeadh,V-h
iad,Pp
a-staigh,Rs
dhan,Sp
an,Td
taigh,Nc
fhèin,Px

gun,Q
robh,V-s
iad,Pp
airson,Nf
beagan,Nc
oidhcheannan,Nc
cobhartach,Aq
fhaighinn,Nv

[1],X
's,Cc
an,Q
robh,V-s
esan,Pp
an seo,Rs
cuideachd,Rg
?,F

[2],X
chan,Wp
urrainn,U
dhomh,Pr
dad,Nc
a,U
ràdh,Nv

ach,Cc
dh',U
aithnich,V-s
mi,Pp
ise,Pp
air,Sp
a,Dp
coltas,Nc

ach,Cc
cha,Q
chuir,V-f
mi,Pp
ainm,Nc
rithe,Pr
idir,Rg

[1],X
's,Wp
e,Pp
retired,Xfe
nurse,Xfe

a,Q
bh',V-s
innte,Pr
a-mach,Rs
taobh,Nc
a-mach,Aq
à,Sp
[Placename],Nt
am,Sp
badeigin,Nc

[2],X
àidh,I
uill,I
mar,Cs
an,Q
deach,V-s
iad,Pp
a,Sp
[Placename],Nt
fhèin,Px
dìreach,Rg

tha,V-p
cha,Q

's,Wp
e,Pp
[Name],Nn
[Name],Nn

a,Q
chunnaic,V-s
i,Pp

's,Cc
cha,Q
thòisich,V-s
sinn,Pp
ri,Sa
obair,Nv
an uair sin,Rt

's,Cc
